id,name,first_name,last_name,team,team_name,team_short_name,team_id,position,positions,default_pos_id,pos_ids,pos_ids_no_flex,status,injury_status,rank,short_name,url_name,headshot_url,upcoming_event_status,table_rank,owner_team,owner_tooltip,owner_team_id,next_opponent_raw,next_opponent,next_opponent_is_away,next_kickoff,next_event_id,season_points,fppg_value,percent_owned,percent_started,percent_started_delta
06on4,Julian Eyestone,,,BRF,Brentford,BRF,110237,G,G,704,704,704,5,,614,J. Eyestone,julian-eyestone,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,614,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,0,0,0%,0%,
061xs,Julio Enciso,,,BHA,Brighton,BHA,110240,M,M,702,702,702,5,,613,J. Enciso,julio-enciso,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,,613,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@BUR<br/>Sat 7:00AM,BUR,True,Sat 7:00AM,06c7t,0,0,1%,0%,
06r7f,Julio Soler,,,BOU,Bournemouth,BOU,110034,D,D,703,703,703,5,,845,J. Soler,julio-soler,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,,845,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,0,0,0%,0%,
06zc3,Jun'ai Byfield,,,TOT,Tottenham Hotspur,TOT,110160,D,D,703,703,703,5,,485,J. Byfield,junai-byfield,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,485,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,1,1,0%,0%,
06nyy,Junior Robinson,,,WHU,West Ham United,WHU,110175,D,D,703,703,703,5,,810,J. Robinson,junior-robinson,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,810,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,0,0,0%,0%,
06dmj,Jurrien Timber,,,ARS,Arsenal,ARS,110000,D,D,703,703,703,,,13,J. Timber,jurrien-timber,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,2,13,Egballer,SO - Egballer,r1cr6du0mdabwxkp,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,324.75,10.82,98%,0%,
06zbv,Justin Clarke,,,EVE,Everton,EVE,110050,M,M,702,702,702,5,,581,J. Clarke,justin-clarke,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,,581,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@BRF<br/>Sat 7:00AM,BRF,True,Sat 7:00AM,06c4g,0,0,0%,0%,
06kx1,Justin Devenny,,,CRY,Crystal Palace,CRY,110045,M,M,702,702,702,5,,371,J. Devenny,justin-devenny,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,371,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,42,2.33,1%,0%,
0746k,Justin Hanks,,,NOT,Nottingham Forest,NOT,110105,D,D,703,703,703,5,,650,J. Hanks,justin-hanks,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,,650,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,AVL<br/>Sun 6:00AM,AVL,False,Sun 6:00AM,06c4k,0,0,0%,0%,
06clt,Justin Kluivert,,,BOU,Bournemouth,BOU,110034,M,M,701,702,702,5,,281,J. Kluivert,justin-kluivert,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,,281,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,88,4.89,33%,-1%,-1.0
066tb,Kadan Young,,,AVL,Aston Villa,AVL,110011,F,F,701,701,701,5,,897,K. Young,kadan-young,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,897,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
06pry,Kaden Braithwaite,,,MCI,Manchester City,MCI,110080,D,D,703,703,703,5,,555,K. Braithwaite,kaden-braithwaite,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,,555,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,0,0,0%,0%,
062oi,Kaden Rodney,,,CRY,Crystal Palace,CRY,110045,M,M,702,702,702,5,,811,K. Rodney,kaden-rodney,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,811,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,0,0,0%,0%,
066iy,Kaelan Casey,,,WHU,West Ham United,WHU,110175,D,D,703,703,703,5,,571,K. Casey,kaelan-casey,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,571,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,0,0,0%,0%,
05o6h,Kai Havertz,,,ARS,Arsenal,ARS,110000,F,F,701,701,701,,,413,K. Havertz,kai-havertz,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,2,413,oliver_h,SO - DraftAlchemy,9tu2v6zgmdae5hp3,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,25.5,4.25,84%,-1%,-1.0
05uhl,Kaide Gordon,,,LIV,Liverpool,LIV,110070,F,F,701,701,701,5,,638,K. Gordon,kaide-gordon,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,,638,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,0,0,0%,0%,
05n03,Kalvin Phillips,,,MCI,Manchester City,MCI,110080,M,M,702,702,702,5,,788,K. Phillips,kalvin-phillips,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,,788,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,0,0,0%,0%,
062ci,Kaoru Mitoma,,,BHA,Brighton,BHA,110240,M,M,702,702,702,,,193,K. Mitoma,kaoru-mitoma,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,2,193,aleemakh,SO - aleemakhtar,7qxrjayvmdjhed7j,@BUR<br/>Sat 7:00AM,BUR,True,Sat 7:00AM,06c7t,141.75,7.09,89%,-3%,-1.0
03pif,Karl Darlow,,,LEE,Leeds United,LEE,110261,G,G,704,704,704,5,,257,K. Darlow,karl-darlow,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,2,257,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@MUN<br/>Mon 12:00PM,MUN,True,Mon 12:00PM,06c7u,98.75,6.58,9%,-3%,-1.0
05oz4,Karl Hein,,,ARS,Arsenal,ARS,110000,G,G,704,704,704,5,,662,K. Hein,karl-hein,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,,662,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,0,0,1%,0%,
072mp,Kaye Furo,,,BRF,Brentford,BRF,110237,F,F,701,701,701,5,,626,K. Furo,kaye-furo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,626,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,0,0,0%,0%,
062p3,Keane Lewis-Potter,,,BRF,Brentford,BRF,110237,M,M,701,702,702,5,,212,K. Lewis-Potter,keane-lewis-potter,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,2,212,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,129.25,4.46,19%,+6%,1.0
06617,Keehan Willows,,,NOT,Nottingham Forest,NOT,110105,G,G,704,704,704,5,,888,K. Willows,keehan-willows,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,,888,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,AVL<br/>Sun 6:00AM,AVL,False,Sun 6:00AM,06c4k,0,0,0%,0%,
072pu,Keiber Lamadrid,,,WHU,West Ham United,WHU,110175,M,M,702,702,702,5,,708,K. Lamadrid,keiber-lamadrid,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,708,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,0,0,0%,0%,
05oeh,Kenny Tete,,,FUL,Fulham,FUL,110063,D,D,703,703,703,5,,133,K. Tete,kenny-tete,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,,133,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,180,8.18,51%,0%,
04u40,Kepa,,,ARS,Arsenal,ARS,110000,G,G,704,704,704,5,,525,Kepa,kepa-arrizabalaga,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,,525,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,0,0,3%,0%,
057cr,Kevin Danso,,,TOT,Tottenham Hotspur,TOT,110160,D,D,703,703,703,5,,263,K. Danso,kevin-danso,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,2,263,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,95.75,5.63,4%,+1%,1.0
070hj,Kevin Santos Lopes de Macedo,,,FUL,Fulham,FUL,110063,F,F,701,701,701,5,,222,K. Santos Lopes de Macedo,kevin-santos-lopes-de-macedo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,,222,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,125.25,5.45,9%,-1%,-1.0
067zv,Kevin Schade,,,BRF,Brentford,BRF,110237,F,F,702,701,701,,,74,K. Schade,kevin-schade,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,2,74,Matigol,SO - Matigol,ybvnsicfmdgnxart,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,237.75,8.49,99%,0%,
072cf,Keyrol Figueroa,,,LIV,Liverpool,LIV,110070,F,F,701,701,701,5,,620,K. Figueroa,keyrol-figueroa,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,,620,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,0,0,0%,0%,
073y1,Khari Ranson,,,ARS,Arsenal,ARS,110000,G,G,704,704,704,5,,804,K. Ranson,khari-ranson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,,804,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,0,0,0%,0%,
04yjx,Ki-Jana Hoever,,,WOL,Wolverhampton,WOL,110191,D,D,703,703,703,5,,377,K. Hoever,ki-jana-hoever,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,,377,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@WHU<br/>Fri 12:00PM,WHU,True,Fri 12:00PM,06c4m,39.5,4.94,1%,0%,
073q9,Kian McMahon-Brown,,,BUR,Burnley,BUR,110223,F,F,701,701,701,5,,731,K. McMahon-Brown,kian-mcmahon-brown,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,,731,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,0,0,0%,0%,
072p2,Kian Noble,,,MCI,Manchester City,MCI,110080,D,D,703,703,703,5,,762,K. Noble,kian-noble,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,,762,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,0,0,0%,0%,
06rkq,Kieran Morrison,,,LIV,Liverpool,LIV,110070,M,M,702,702,702,5,,748,K. Morrison,kieran-morrison,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,,748,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,0,0,0%,0%,
03dx3,Kieran Trippier,,,NEW,Newcastle United,NEW,110101,D,D,703,703,703,,,205,K. Trippier,kieran-trippier,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,,205,Marosi,SO - Marosi's Mighty Magyars,rrn428q7mdlgnsen,@CRY<br/>Sun 6:00AM,CRY,True,Sun 6:00AM,06c4i,131.5,7.31,55%,+6%,1.0
05gcc,Kiernan Dewsbury-Hall,,,EVE,Everton,EVE,110050,M,M,702,702,702,,,98,K. Dewsbury-Hall,kiernan-dewsbury-hall,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,2,98,Marosi,SO - Marosi's Mighty Magyars,rrn428q7mdlgnsen,@BRF<br/>Sat 7:00AM,BRF,True,Sat 7:00AM,06c4g,212,8.83,86%,0%,
0666p,Kobbie Mainoo,,,MUN,Manchester United,MUN,110090,M,M,702,702,702,,,271,K. Mainoo,kobbie-mainoo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,2,271,Marosi,SO - Marosi's Mighty Magyars,rrn428q7mdlgnsen,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,90.75,4.12,47%,-2%,-1.0
04ml6,Konstantinos Mavropanos,,,WHU,West Ham United,WHU,110175,D,D,703,703,703,,,141,K. Mavropanos,konstantinos-mavropanos,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,2,141,oliver_h,SO - DraftAlchemy,9tu2v6zgmdae5hp3,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,169.25,7.05,9%,+6%,1.0
05n3v,Konstantinos Tsimikas,,,LIV,Liverpool,LIV,110070,D,D,703,703,703,5,,865,K. Tsimikas,konstantinos-tsimikas,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,,865,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,0,0,1%,0%,
06zby,Kornel Misciur,,,LIV,Liverpool,LIV,110070,G,G,704,704,704,5,,742,K. Misciur,kornel-misciur,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,,742,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,0,0,0%,0%,
06ya6,Kota Takai,,,TOT,Tottenham Hotspur,TOT,110160,D,D,703,703,703,5,,855,K. Takai,kota-takai,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,855,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,0,0,0%,0%,
05uel,Kristoffer Ajer,,,BRF,Brentford,BRF,110237,D,D,703,703,703,5,,155,K. Ajer,kristoffer-ajer,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,155,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,162,6.75,12%,-1%,-1.0
0645w,Krisztian Hegyi,,,WHU,West Ham United,WHU,110175,G,G,704,704,704,5,,661,K. Hegyi,krisztian-hegyi,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,661,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,0,0,0%,0%,
02lp9,Kyle Walker,,,BUR,Burnley,BUR,110223,D,D,703,703,703,5,,209,K. Walker,kyle-walker,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,2,209,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,129.75,4.47,12%,+1%,1.0
03zsq,Kyle Walker-Peters,,,WHU,West Ham United,WHU,110175,D,D,703,703,703,5,,339,K. Walker-Peters,kyle-walker-peters,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,339,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,59.5,3.31,3%,0%,
070f4,Ladislav Krejcí,,,WOL,Wolverhampton,WOL,110191,D,D,703,703,703,5,,162,L. Krejcí,ladislav-krejci,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,2,162,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@WHU<br/>Fri 12:00PM,WHU,True,Fri 12:00PM,06c4m,160,6.67,8%,-1%,-1.0
05r4h,Lamare Bogarde,,,AVL,Aston Villa,AVL,110011,D,D,702,703,703,5,,401,L. Bogarde,lamare-bogarde,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,401,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,28,1.17,1%,0%,
06shp,Landon Emenalo,,,CHE,Chelsea,CHE,110040,M,M,702,702,702,5,,612,L. Emenalo,landon-emenalo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,,612,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,0,0,0%,0%,
06zcb,Lanre Awesu,,,WHU,West Ham United,WHU,110175,G,G,704,704,704,5,,530,L. Awesu,lanre-awesu,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,530,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,0,0,0%,0%,
05afj,Largie Ramazani,,,LEE,Leeds United,LEE,110261,F,F,701,701,701,5,,800,L. Ramazani,largie-ramazani,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,,800,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@MUN<br/>Mon 12:00PM,MUN,True,Mon 12:00PM,06c7u,0,0,0%,0%,
04u6i,Leander Dendoncker,,,AVL,Aston Villa,AVL,110011,M,M,702,702,702,5,,597,L. Dendoncker,leander-dendoncker,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,597,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
0520r,Leandro Trossard,,,ARS,Arsenal,ARS,110000,M,M,701,702,702,,,103,L. Trossard,leandro-trossard,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,2,103,Egballer,SO - Egballer,r1cr6du0mdabwxkp,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,204.5,7.87,88%,-3%,-1.0
06mx0,Leny Yoro,,,MUN,Manchester United,MUN,110090,D,D,703,703,703,5,,235,L. Yoro,leny-yoro,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,2,235,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,117,4.18,21%,+1%,1.0
05x12,Leo Fuhr Hjelde,,,SUN,Sunderland,SUN,110141,D,D,703,703,703,5,,669,L. Hjelde,leo-fuhr-hjelde,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,,669,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,0,0,0%,0%,
06on5,Leo Shahar,,,NEW,Newcastle United,NEW,110101,D,D,703,703,703,5,,833,L. Shahar,leo-shahar,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,,833,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CRY<br/>Sun 6:00AM,CRY,True,Sun 6:00AM,06c4i,0,0,0%,0%,
05uns,Leon Bailey,,,AVL,Aston Villa,AVL,110011,M,M,701,702,702,5,,384,L. Bailey,leon-bailey,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,384,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,34,3.78,7%,-3%,-1.0
072i1,Leon Routh,,,AVL,Aston Villa,AVL,110011,D,D,703,703,703,5,,815,L. Routh,leon-routh,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,815,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
06eo0,Lesley Ugochukwu,,,BUR,Burnley,BUR,110223,M,M,702,702,702,5,,201,L. Ugochukwu,lesley-ugochukwu,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,2,201,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,135.5,4.52,4%,0%,
062p5,Levi Colwill,,,CHE,Chelsea,CHE,110040,D,D,703,703,703,5,,584,L. Colwill,levi-colwill,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,,584,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,0,0,14%,0%,
043qy,Lewis Cook,,,BOU,Bournemouth,BOU,110034,M,M,702,702,702,5,,288,L. Cook,lewis-cook,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,,288,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,84.5,5.28,12%,0%,
05uog,Lewis Dobbin,,,AVL,Aston Villa,AVL,110011,F,F,701,701,701,5,,604,L. Dobbin,lewis-dobbin,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,604,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
04e1c,Lewis Dunk,,,BHA,Brighton,BHA,110240,D,D,703,703,703,5,,117,L. Dunk,lewis-dunk,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,,117,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@BUR<br/>Sat 7:00AM,BUR,True,Sat 7:00AM,06c7t,195,6.72,28%,+3%,1.0
05y9n,Lewis Hall,,,NEW,Newcastle United,NEW,110101,D,D,703,703,703,,,123,L. Hall,lewis-hall,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,2,123,oliver_h,SO - DraftAlchemy,9tu2v6zgmdae5hp3,@CRY<br/>Sun 6:00AM,CRY,True,Sun 6:00AM,06c4i,191.75,7.99,91%,+4%,1.0
06ab3,Lewis Miley,,,NEW,Newcastle United,NEW,110101,M,M,702,702,702,5,,214,L. Miley,lewis-miley,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,,214,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CRY<br/>Sun 6:00AM,CRY,True,Sun 6:00AM,06c4i,128.75,6.78,13%,-1%,-1.0
066iz,Lewis Orford,,,WHU,West Ham United,WHU,110175,M,M,702,702,702,5,,776,L. Orford,lewis-orford,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,776,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,0,0,0%,0%,
05oig,Liam Delap,,,CHE,Chelsea,CHE,110040,F,F,701,701,701,5,,333,L. Delap,liam-delap,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,,333,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,61.75,2.81,37%,-2%,-1.0
062pl,Lisandro Martinez,,,MUN,Manchester United,MUN,110090,D,D,703,703,703,5,,316,L. Martinez,lisandro-martinez,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,2,316,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,71.5,5.11,11%,-2%,-1.0
072r2,Lorenzo Lucca,,,NOT,Nottingham Forest,NOT,110105,F,F,701,701,701,5,,431,L. Lucca,lorenzo-lucca,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,,431,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,AVL<br/>Sun 6:00AM,AVL,False,Sun 6:00AM,06c4k,15.75,5.25,4%,-1%,-1.0
